districtname,zoneName,communityName,communityId,multiRent,highRent,lowRent
南山区,粤海街道,华润城润府二期（商品住房）,3750,,160,166
福田区,梅林街道,华安园,3629,,103,
福田区,莲花街道,华富大厦,3369,,97,
南山区,桃源街道,鼎胜林栖园,2810,,77,
龙华区,福城街道,迎侨花园,786,28,,
龙华区,民治街道,世纪春城二期,787,59,59,
罗湖区,笋岗街道,金丽花园二期,1603,72,,
罗湖区,笋岗街道,铁东小区(北区),4106,65,,
罗湖区,东门街道,名文阁,1557,,74,
宝安区,新安街道,西城品阁,2253,,84,
南山区,南头街道,豪园,4033,85,,
龙岗区,横岗街道,华侨新村(横岗),1794,44,,
福田区,莲花街道,怡枫园,2263,85,108,
南山区,粤海街道,深大海滨小区,3446,88,,
罗湖区,笋岗街道,洪湖邮电大院,1850,68,71,
福田区,园岭街道,南天一花园,3747,,89,
福田区,福田街道,皇庭世纪花园,2290,,120,
福田区,华富街道,皇家翠苑,3196,,95,
罗湖区,翠竹街道,城建综合楼,1461,88,,
罗湖区,黄贝街道,自来水罗湖综合楼,637,64,,
福田区,莲花街道,金色假日名苑,3313,,115,
龙岗区,龙城街道,城龙花园,809,36,36,
福田区,华强北街道,群星广场,2292,,102,
福田区,福田街道,皇庭居,2293,,101,
龙华区,民治街道,风和日丽花园一期,1966,50,,
南山区,桃源街道,香瑞园,4149,,100,160
南山区,南山街道,荔庭园一期,2728,84,,
龙岗区,坪地街道,创城·宜城风景花园,810,,44,
龙岗区,坪地街道,柠檬时代,1612,,35,
罗湖区,黄贝街道,食品公司住宅楼(南区),1711,66,,
龙岗区,龙城街道,龙园印象名苑,665,,45,
南山区,南山街道,南海明珠,2735,94,,
龙华区,龙华街道,金庸阁一期,775,54,,
福田区,园岭街道,核电花园,3651,,98,
罗湖区,东晓街道,农牧公司宿舍(东晓),4127,61,,
龙岗区,龙城街道,悦城花园二期,672,,31,
福田区,香蜜湖街道,香格丽苑,2026,,115,
福田区,香蜜湖街道,香珠花园,2320,,106,
罗湖区,莲塘街道,金色年华家园,1234,,81,
福田区,莲花街道,民宁园,3729,,78,
福田区,香蜜湖街道,香域中央花园,540,,160,
罗湖区,清水河街道,银湖汽车站综合楼,1178,46,50,
南山区,蛇口街道,顺风阁,3495,78,,
龙岗区,龙城街道,欧景花园三期,666,,53,
宝安区,新安街道,雅然居,3661,,60,
福田区,梅林街道,荔园阁二期,3521,,92,
龙华区,民治街道,银泉花园,1970,,50,
龙岗区,龙城街道,欧景花园二期,1772,,35,
盐田区,沙头角街道,东和海韵园,2088,,60,55
南山区,蛇口街道,湾厦花园,3034,,71,
南山区,南山街道,汉京半山公馆,2709,,142,170
罗湖区,黄贝街道,边检大院,926,72,78,
罗湖区,黄贝街道,金安大厦,767,,63,
南山区,桃源街道,海龙苑,2811,,71,
南山区,蛇口街道,浩宇单身公寓,3496,97,,
宝安区,西乡街道,海湾明珠花园二期,2167,60,59,
龙岗区,龙城街道,尚景欣园二期,831,,36,
南山区,蛇口街道,恒裕滨城花园二期,3679,,202,
龙岗区,龙城街道,保利上城花园,1707,,48,
龙岗区,坂田街道,万科城三期,1033,,60,63
龙岗区,坂田街道,万科城一期,1034,66,68,
龙岗区,龙城街道,天健.现代城花园,4206,,42,
宝安区,西乡街道,桃源居十五区,2449,,53,
南山区,粤海街道,科技园37区,3875,95,103,
南山区,沙河街道,光华街住宅区,4083,99,,
南山区,蛇口街道,湾厦凯宁阁,3406,82,,
南山区,蛇口街道,水产职工住宅楼,3706,77,,
龙华区,民治街道,莱蒙水榭山花园,1920,,,180
南山区,招商街道,华采花园(华彩花园),3087,77,84,
南山区,招商街道,龙电花园A区,4043,83,,
龙华区,民治街道,星河丹堤花园,1741,65,78,117
福田区,华强北街道,深勘大院,4019,65,,
龙华区,民治街道,幸福枫景花园,1921,,63,
南山区,招商街道,龟山别墅,3929,,,130
宝安区,新安街道,风采轩,2646,67,64,
龙华区,龙华街道,锦绣花园(龙华),1763,39,,
龙岗区,布吉街道,信义假日名城四期,1450,,68,
宝安区,新安街道,宝民花园,4299,55,,
宝安区,新安街道,海信花园,2441,60,,
南山区,招商街道,水湾小区,3256,111,,
南山区,招商街道,招商桃花园二期,3193,,93,
龙岗区,坂田街道,万科四季花城三期,1059,56,,59
龙华区,民治街道,金地上塘道花园一期,1974,,73,
龙岗区,南湾街道,桂芳园六期,1764,,55,
宝安区,新安街道,菁英趣庭,2647,,96,
福田区,华强北街道,通新岭新村,4029,109,91,
福田区,香蜜湖街道,鑫竹苑,2648,,97,
南山区,南头街道,南光市场,4044,79,,
盐田区,沙头角街道,物资公司商住楼,2609,49,,
南山区,南山街道,向南茗轩,4054,97,,
南山区,南头街道,万裕椰风海岸家园,3930,,90,
宝安区,西乡街道,丽景城,2447,57,58,
盐田区,沙头角街道,沙栏吓裕华楼,2612,48,,
罗湖区,南湖街道,森威大厦,1529,,79,
宝安区,西乡街道,绿海名居,2446,,67,
龙华区,民治街道,熙元山院,1060,,95,168
宝安区,西乡街道,颐合花园,2009,46,,
龙岗区,坂田街道,万科城四期,1061,,57,60
南山区,粤海街道,海映山庄,3653,79,,
盐田区,沙头角街道,罗湖住宅局住宅楼,2613,45,,
宝安区,新安街道,达海花园,2039,63,60,
盐田区,沙头角街道,鹏湾丽苑,2603,54,,
宝安区,新安街道,深信泰丰大厦,2192,,71,
福田区,福保街道,美晨苑,2438,,78,
宝安区,新安街道,宝安新村,2038,49,,
福田区,莲花街道,缔梦园三期,3466,,121,
龙岗区,布吉街道,中翠花园,1283,,54,
龙岗区,南湾街道,丹郡花园,962,,50,
宝安区,新安街道,金海华府,2040,,68,
龙华区,观湖街道,招商澜园,1286,,54,
龙岗区,龙城街道,华业玫瑰郡（商品住房）,738,,45,
罗湖区,南湖街道,裕安花园(罗湖),1287,63,,
龙华区,民治街道,滢水山庄二期,762,52,,
龙岗区,南湾街道,英郡年华花园二期,1284,,66,
罗湖区,南湖街道,广东省银行大厦,1285,,76,
罗湖区,翠竹街道,燃气公司宿舍,4131,74,,
宝安区,新安街道,熙龙湾花园一期,2442,,100,
宝安区,新安街道,山语华庭,3556,,58,
宝安区,西乡街道,城市峰尚花园,2443,,76,
宝安区,福永街道,企岗山住宅区,3389,44,,
罗湖区,东湖街道,宝龙苑,628,66,72,
福田区,南园街道,福田法庭住宅楼,2359,87,,
福田区,福保街道,福源花园二期,2357,,83,
龙岗区,南湾街道,桂芳园五期,1782,,57,
盐田区,沙头角街道,桥东新村中区,2611,48,,
宝安区,新安街道,风临洲苑,2644,,84,
龙岗区,坂田街道,家和花园南区,1449,56,,
罗湖区,南湖街道,芙蓉大厦,1202,75,74,
罗湖区,黄贝街道,深勘宿舍,1726,64,,
罗湖区,翠竹街道,合正荣悦府二期,1588,,116,
宝安区,新安街道,壹方商业中心三期,4287,,102,
龙岗区,横岗街道,信义湛宝大厦,1706,,56,
罗湖区,南湖街道,边检总站二大院,1460,62,,
罗湖区,南湖街道,南方证券大厦,1715,,93,
龙岗区,横岗街道,腾昌花园,1103,37,39,
宝安区,西乡街道,招商果岭花园,2440,,73,
龙岗区,坂田街道,佳华领汇广场一期,1136,,71,
罗湖区,南湖街道,海丰苑,1777,,93,
盐田区,梅沙街道,万科东海岸一期,2356,50,49,52
罗湖区,翠竹街道,翠沁阁,1770,,88,
南山区,招商街道,招商桃花园三期,3255,,93,
盐田区,梅沙街道,优品艺墅雅居,2608,48,,
龙华区,观湖街道,招商观园,1035,53,50,49
罗湖区,东门街道,蛟湖路三号大院,1780,67,,
龙岗区,平湖街道,翠峰丽景,1781,39,38,
光明区,凤凰街道,盛迪嘉光明壹号花园三期,2170,,49,
龙岗区,布吉街道,星都豪庭,1778,,75,
罗湖区,莲塘街道,鹏基生活区,653,71,,
罗湖区,桂园街道,深港豪苑,1919,,81,
罗湖区,黄贝街道,通发花园,1860,60,,
南山区,桃源街道,京基御景峯（商品住房）,553,,87,
龙岗区,布吉街道,丽廷豪苑,1729,,69,
罗湖区,莲塘街道,港莲村,1507,47,,
龙岗区,吉华街道,尚水天成花园,1862,,67,
南山区,南山街道,鼎太风华社区八期,3655,,106,
龙岗区,吉华街道,阳光花园二期,1716,49,,
罗湖区,笋岗街道,洪湖二街14号大院,1895,66,,
罗湖区,笋岗街道,洪湖花园,1548,,67,
罗湖区,笋岗街道,洪湖二街44号大院,1727,61,,
龙岗区,龙城街道,紫薇花园东区,724,35,,
龙岗区,龙城街道,深业紫麟山花园,1100,,36,50
龙岗区,龙岗街道,摩尔城,703,,44,
龙岗区,宝龙街道,振业峦山谷花园二期,3981,,39,42
龙岗区,园山街道,森泉雅轩,658,,48,
龙岗区,龙岗街道,海航国兴花园二期,1694,,46,
罗湖区,黄贝街道,锦星花园,4133,66,,
龙岗区,宝龙街道,振业峦山谷花园一期,1147,,39,
宝安区,西乡街道,鸣乐大厦,2723,49,,
罗湖区,东晓街道,松泉公寓,1771,62,,
福田区,福田街道,深荣大厦,2433,,104,
盐田区,梅沙街道,天琴湾三期,2452,,,218
宝安区,福永街道,星航华府四期,3516,,62,
龙华区,民治街道,溪山美地园二期,1608,,81,86
南山区,南头街道,星海名城二期,3873,,89,
南山区,沙河街道,侨苑一期,3278,,94,
南山区,南山街道,鼎太风华社区二期,3874,,97,
龙华区,民治街道,莱蒙水榭春天五期,4244,,80,
罗湖区,莲塘街道,乐意楼,739,61,,
南山区,蛇口街道,三湘海尚花园二期,3474,,255,
光明区,凤凰街道,盛迪嘉光明壹号花园二期,4263,,48,
福田区,梅林街道,润裕山景豪苑二期,3893,,84,
罗湖区,翠竹街道,罗湖工区,1861,67,,
南山区,粤海街道,科苑西住宅小区,3634,94,,
龙岗区,龙城街道,楚丰广场,657,,40,
福田区,沙头街道,嘉葆润金座家园二期,2360,,129,
南山区,招商街道,荔兴苑,3654,79,,
罗湖区,桂园街道,瑞苑,1272,,80,
龙岗区,布吉街道,吉星花园,3985,43,,
罗湖区,桂园街道,松园南十巷,1714,83,,
罗湖区,笋岗街道,洪湖二街4号大院,1628,70,,
龙岗区,坂田街道,龙岸花园,1938,,79,91
宝安区,新安街道,西岸观邸花园,2645,,95,
龙岗区,南湾街道,英郡年华花园一期,1503,,59,
盐田区,沙头角街道,山泉小区,2338,47,,
南山区,南山街道,汇宾广场二期,3530,,110,
罗湖区,桂园街道,滨苑小区,1205,65,,
罗湖区,桂园街道,环保局大院,1769,67,,
宝安区,航城街道,领航里程花园,4172,71,72,
盐田区,沙头角街道,商贸商住楼,2607,42,,
罗湖区,笋岗街道,洪湖二街2号大院,1762,61,,
罗湖区,清水河街道,棕榈滩花园,1289,,71,
福田区,沙头街道,南溪新苑,4018,,101,
罗湖区,黄贝街道,华清园,1728,,65,
龙岗区,布吉街道,华浩源四期,1052,,48,
福田区,梅林街道,百兴苑,3468,76,,
宝安区,新安街道,华盛盛荟名庭（商品住房）,4297,,81,
福田区,园岭街道,鹏盛年华公寓,3332,,99,
福田区,沙头街道,锦洲花园,2475,80,,
福田区,沙头街道,锦滨苑,2476,79,,
宝安区,西乡街道,富瑰园,2477,54,57,
宝安区,福永街道,文福大厦,3559,29,,
福田区,华强北街道,中泰燕南名庭二期,3698,,118,
罗湖区,南湖街道,南苑,1604,,77,
福田区,华富街道,静逸居,3107,72,,
龙华区,民治街道,绿景香颂美庐园,1079,,82,
南山区,沙河街道,荔园新村,3702,83,,
罗湖区,莲塘街道,仙桐合正锦园,878,,69,
罗湖区,东门街道,蛟湖税务局住宅,1560,75,,
罗湖区,东门街道,蛟湖迎宾大院,1909,71,,
福田区,沙头街道,天安高尔夫花园,2663,,87,
盐田区,沙头角街道,新裕综合楼,2484,42,,
龙岗区,坂田街道,万科城（二区）,645,,75,77
南山区,南山街道,阳光棕榈园二期,3703,96,91,
福田区,梅林街道,润裕山景豪苑一期,538,,77,
龙华区,民治街道,风和日丽花园三期,1831,49,,
盐田区,海山街道,供电局综合楼,2450,54,,
罗湖区,黄贝街道,怡景花园别墅,1779,,,180
罗湖区,黄贝街道,华佳大厦,1561,,61,
罗湖区,翠竹街道,五矿三号大院,4132,73,,
宝安区,新安街道,里仁府,2113,,62,
罗湖区,莲塘街道,东方·尊峪花园,4235,,73,
福田区,沙头街道,天安高尔夫珑园,2445,,140,
南山区,南山街道,永安公寓,3413,85,,
福田区,香蜜湖街道,豪峰园,2468,,96,
福田区,香蜜湖街道,越众小区,4021,80,,
龙岗区,龙岗街道,合家欢园,723,51,,
罗湖区,东门街道,东门广场,1534,,78,
龙岗区,龙岗街道,旭源怡景轩,725,,41,
福田区,福田街道,皇达东方雅苑,2114,,116,
罗湖区,清水河街道,金景花园,1761,58,,
罗湖区,黄贝街道,中物集团,1835,64,,
盐田区,梅沙街道,心海玥雅居,2451,53,,
福田区,南园街道,锦峰大厦,2895,,90,
龙华区,民治街道,汇龙湾花园,1062,,80,
龙华区,民治街道,汇龙苑,1063,69,,
福田区,梅林街道,颐林雅院,2630,88,85,
福田区,香蜜湖街道,风临左岸名苑,2631,,99,
龙岗区,吉华街道,又一村花园,1917,57,,
福田区,沙头街道,韵动家园,3838,,100,
南山区,蛇口街道,弘都世纪公寓,3869,,119,
南山区,南头街道,港湾丽都花园,3870,,83,
宝安区,新安街道,金叶茗苑,3385,,63,
龙岗区,宝龙街道,鸿景春天花园二期,714,29,,
罗湖区,东晓街道,宝丰苑,1170,,72,
罗湖区,东晓街道,海关生活区(东晓),1791,60,,
盐田区,海山街道,东部山海家园,3885,61,73,
福田区,沙头街道,金沙花园(福田),2478,75,,
福田区,香蜜湖街道,香榭茗园,2453,,117,
龙岗区,吉华街道,阳光花园四期,1583,,47,
盐田区,盐田街道,东海丽景花园一二期,543,49,54,
龙岗区,龙岗街道,东方瑞景苑,705,,45,
南山区,南山街道,鹏都大厦,3704,,78,
福田区,南园街道,赛格苑,2109,84,84,
福田区,香蜜湖街道,竹盛花园一期,2108,84,,
福田区,沙头街道,金海丽名居,2479,,88,
福田区,园岭街道,荣生住宅楼(荣生小区),4285,75,,
盐田区,沙头角街道,创意大厦,2485,39,49,
宝安区,西乡街道,金港华庭,2667,,74,
福田区,南园街道,锦绣新居,2237,81,,
罗湖区,东门街道,书院街5号大院,1174,84,,
福田区,园岭街道,长城大厦,542,,87,
南山区,南头街道,直升机场住宅楼,3175,74,,
福田区,梅林街道,申汇基合正逸园,2890,,79,
龙岗区,布吉街道,诚信华庭,1832,,56,
福田区,莲花街道,龙塘生活区,3517,80,,
龙岗区,布吉街道,金运家园,1833,,54,
宝安区,新桥街道,棕榈堡花园,2469,,43,
宝安区,松岗街道,松兴大厦,2470,44,,
龙华区,民治街道,风和日丽花园四期,1972,,56,
南山区,沙河街道,荔枝苑,3776,89,,
罗湖区,东门街道,竹边新村,1812,68,,
盐田区,盐田街道,四季水岸雅居,2929,,58,
福田区,福保街道,缔馨园,2115,,119,
宝安区,西乡街道,碧海富通城三期,3616,,86,
龙岗区,布吉街道,中加名园,1639,62,55,
宝安区,新安街道,腾阁,2448,,84,
宝安区,松岗街道,集信名城,3411,,41,55
大鹏新区,葵涌街道,金海滩渡假别墅,3886,36,,53
盐田区,梅沙街道,天涛轩,3726,,,164
福田区,园岭街道,百花公寓,4003,,106,
福田区,沙头街道,绿洲花园,2896,80,,
盐田区,梅沙街道,心海伽蓝雅居,3486,,48,74
南山区,南山街道,荔海春城花园,3781,78,108,
福田区,福田街道,金港豪庭,2508,,102,
福田区,梅林街道,金燕园,3524,,97,
南山区,南山街道,华联城市山林花园一期,3088,,105,
南山区,南山街道,登良花园,3161,80,,
龙岗区,南湾街道,公园里花园三期（商品住房）,3984,,59,
南山区,沙河街道,国际市长交流中心,2992,,125,
福田区,梅林街道,红梅苑,2632,84,,
福田区,园岭街道,长安花园,2633,,93,
宝安区,西乡街道,安源居,2634,51,,
龙岗区,龙城街道,朝阳里雅苑,1622,57,58,
罗湖区,莲塘街道,鹏莲花园,706,47,,
盐田区,海山街道,东部阳光花园,2482,,60,
盐田区,沙头角街道,桐辉居,2483,50,47,
龙岗区,平湖街道,深华业商住楼,1754,39,,
龙岗区,平湖街道,深华业大厦,1755,,35,
罗湖区,翠竹街道,竹园居,1758,75,,
南山区,沙河街道,中旅广场,4174,98,94,
盐田区,沙头角街道,瀚海翠庭,2606,,64,
罗湖区,南湖街道,湖心花园,1591,,87,
罗湖区,南湖街道,瑞丰大厦,1288,,51,
罗湖区,莲塘街道,依仙湖居,707,54,,
福田区,梅林街道,润华苑,3394,,105,
福田区,梅林街道,银海苑,3335,,89,
宝安区,西乡街道,碧海富通城四期,2891,,81,
龙华区,民治街道,丰润花园别墅,1563,60,,76
南山区,招商街道,碧涛苑多层,3194,95,,
福田区,莲花街道,国泰豪园,3558,,100,
宝安区,新安街道,泰华大厦,2041,,53,
罗湖区,南湖街道,集建国际名园,1032,,113,
龙岗区,龙城街道,天健花园二期(龙岗),849,36,,
罗湖区,莲塘街道,莲塘D小区,4111,63,,
福田区,南园街道,飞扬时代大厦,2892,,118,
盐田区,沙头角街道,合泰御景翠峰(商品住房),546,,70,
盐田区,盐田街道,绿色盐港家园,3912,,50,
福田区,福保街道,雅云轩,2471,,92,
福田区,福田街道,集华花园,2472,,75,
福田区,华富街道,集福居,3641,90,100,
宝安区,新安街道,中信安华综合商住楼,2845,45,,
南山区,蛇口街道,万丰园,3162,79,,
罗湖区,南湖街道,罗湖大厦,1918,,96,
盐田区,海山街道,瑞林苑,2610,48,,
福田区,南园街道,金宝城大厦,2030,,97,
福田区,梅林街道,雕塑家园,2473,,94,
龙岗区,龙岗街道,御豪苑,726,,39,
罗湖区,东晓街道,布心阳光明居,1173,,75,
宝安区,西乡街道,松茂御龙湾雅苑一期,2664,,85,
福田区,莲花街道,金色家园三期,2665,,99,
福田区,园岭街道,荔湖花苑,2666,,101,
宝安区,福海街道,景山花园一期,3557,31,,
福田区,莲花街道,瑞达苑,3421,,77,
罗湖区,南湖街道,侨社大院,1108,55,,
盐田区,沙头角街道,文和园,3430,,45,
福田区,福保街道,蓝色海云居,2906,,109,
福田区,华强北街道,荔香坊,4265,93,77,
罗湖区,东门街道,登高村,1760,70,,
福田区,沙头街道,荔树人家,2110,,92,
宝安区,沙井街道,中熙香莎公馆,2465,,46,
宝安区,西乡街道,碧海富通城二期,2111,,70,
龙岗区,龙城街道,悦城花园一期,708,,,40
罗湖区,东晓街道,碧岭华庭,1915,,71,
宝安区,西乡街道,富通蟠龙居,577,67,65,
福田区,香蜜湖街道,越众越海家园（商品住房）,4028,,102,
罗湖区,东门街道,生产资料公司,1914,67,,
龙岗区,龙城街道,龙福一村,917,32,,
福田区,莲花街道,香丽大厦,3450,,72,
福田区,莲花街道,黄埔雅苑四期,2893,,114,
南山区,蛇口街道,滨海苑,3878,79,,
宝安区,新安街道,碧涛阁,2894,58,,
盐田区,沙头角街道,碧海花园一期,2614,52,,
罗湖区,南湖街道,置地逸轩,1712,,131,
罗湖区,东门街道,华隆园,1759,,94,
福田区,莲花街道,茶宫茗香苑,4190,,94,
大鹏新区,南澳街道,洋畴湾花园,2225,,,85
罗湖区,东门街道,凉果街5号大院,1829,70,,
罗湖区,东门街道,南塘商业广场,1830,76,84,
宝安区,西乡街道,碧海名园,2474,73,71,
盐田区,沙头角街道,桐海雅庭,2481,,53,
龙岗区,平湖街道,茗萃园三期,625,,40,
龙岗区,龙城街道,碧湖花园(龙岗),727,37,35,
福田区,华富街道,莲花二村,2635,87,89,
宝安区,西乡街道,华龙花园,2439,50,,
宝安区,新安街道,北方园小区,2171,53,,
盐田区,沙头角街道,沙副小区,2604,58,,
盐田区,沙头角街道,海港花园,2605,42,,48
盐田区,盐田街道,盐田九号小区,3809,44,,
盐田区,盐田街道,云顶道雅居,3309,,105,
福田区,园岭街道,长乐花园,4037,,90,
福田区,香蜜湖街道,荔林苑,2889,,109,
坪山区,马峦街道,心海城一期,3272,,34,
龙岗区,龙岗街道,沁园,1470,21,,
坪山区,坪山街道,深业东城上邸,2144,,37,
福田区,南园街道,滨江新村西区,2661,79,,
福田区,园岭街道,长怡花园,4067,,101,
福田区,莲花街道,莲兴苑,3606,,90,
宝安区,福永街道,同和凤凰花苑,4075,,49,
宝安区,新安街道,君逸世家花园,2662,,84,
福田区,莲花街道,幸福家园,3409,,81,
福田区,福田街道,广业大厦,2112,,101,
福田区,莲花街道,凯旋豪庭,2444,,123,
南山区,沙河街道,御景东方东堤园,3064,,168,185
盐田区,海山街道,海山居,4148,56,54,
坪山区,坪山街道,祺祥滨河名苑,3052,,34,
龙岗区,龙城街道,锦绣东方花园,722,,44,36
盐田区,盐田街道,星港名苑,2480,,41,
宝安区,西乡街道,青春庭园,3106,85,,
龙岗区,布吉街道,大世纪花园三期,1916,,52,
南山区,招商街道,南达楼,3497,80,,
南山区,粤海街道,南粤明珠,3705,,99,
罗湖区,清水河街道,红岗西村,1743,56,,
罗湖区,笋岗街道,利泰公寓,1834,61,,
坪山区,坪山街道,水岸明珠,2142,27,29,
罗湖区,莲塘街道,莲花阁,1338,52,,
南山区,南山街道,太子山庄,4087,78,80,
南山区,沙河街道,湖滨花园(南山),3690,,90,
福田区,梅林街道,碧华庭居,576,,79,
罗湖区,南湖街道,兴隆大厦,1913,,68,
福田区,梅林街道,艺丰花园,549,72,,
龙岗区,龙城街道,龙城华府,695,,44,
宝安区,松岗街道,松涛大厦,2807,31,,
南山区,沙河街道,世界花园香山居,1991,85,,
罗湖区,黄贝街道,安业花园,1092,57,72,
南山区,蛇口街道,荣村小区,1992,85,,
南山区,沙河街道,东方花园W区,3785,,,171
南山区,蛇口街道,南海玫瑰花园三期,1994,,124,
南山区,南山街道,铭筑荔苑,1995,,114,
南山区,南头街道,建设局宿舍,550,80,,
宝安区,沙井街道,华盛新沙荟名庭一期,2596,,51,
宝安区,新安街道,怡富楼,4146,59,,
龙华区,龙华街道,华昱苑,1316,50,,
宝安区,新安街道,安乐新苑,2488,45,,
南山区,沙河街道,联发大楼,3190,71,,
罗湖区,南湖街道,湖心大厦,1519,,97,
南山区,粤海街道,科技园34区,3096,108,,
罗湖区,东湖街道,翡翠园二期,1773,,64,
罗湖区,桂园街道,菁华楼,602,70,,
南山区,蛇口街道,海明阁,3520,54,,
宝安区,西乡街道,桃源居四区,2489,55,51,
盐田区,梅沙街道,东部华侨城天麓八区,2212,,,151
南山区,蛇口街道,望海汇景苑,3787,,96,
宝安区,新安街道,新安湖商业城,2618,,79,
南山区,南山街道,福海苑,3788,96,,
南山区,南山街道,诺德假日花园,3215,,98,
南山区,招商街道,天骄华庭,3097,,133,
南山区,蛇口街道,湾厦玉竹苑,3098,75,,
南山区,招商街道,兰园小区,3099,85,84,
龙华区,龙华街道,桦润馨居A区,1064,53,,
宝安区,福永街道,金域豪庭一期,3470,48,,
龙岗区,南湾街道,中城康桥花园二期,4114,50,50,
宝安区,新安街道,碧涛居二期,2460,59,,
龙华区,民治街道,金地梅陇镇三期,1065,,64,
南山区,南山街道,南山花园,1996,,,99
宝安区,新安街道,富华花园,3882,53,,
南山区,南头街道,金宝花园,1997,82,,
南山区,蛇口街道,南水花园,3147,80,,
南山区,南山街道,光彩山居岁月家园,3163,,81,
南山区,粤海街道,怡海花园,3164,74,,
罗湖区,莲塘街道,莲南商住楼,1633,48,,
盐田区,沙头角街道,华升职工住宅楼,2211,53,,
龙华区,民治街道,七里香榭花园,1195,,66,
南山区,南山街道,海昌阁,3447,80,,
罗湖区,南湖街道,口岸公安大院,1309,76,,
南山区,蛇口街道,米兰公寓,3268,,110,
宝安区,西乡街道,湾美花园,2490,,96,
南山区,沙河街道,一辉花园一期,3269,98,,
南山区,蛇口街道,金色阳光雅居,3267,,106,
罗湖区,南湖街道,港逸豪庭,1308,,75,
罗湖区,东门街道,立新花园三期,1071,,81,
宝安区,西乡街道,西乡物业商住大厦,2461,51,,
福田区,香蜜湖街道,雅福居,2491,,99,
宝安区,新安街道,新锦安壹号公馆,2463,,87,
光明区,马田街道,益田假日府邸（商品住房）,2015,,50,
南山区,沙河街道,荣超侨香诺园,3091,,116,
福田区,沙头街道,都市花园,2103,,101,
南山区,南山街道,荔雅居,3695,,82,
南山区,南山街道,银兴苑,3694,79,,
龙岗区,龙城街道,城市花园一期(龙岗),709,34,,
罗湖区,笋岗街道,碧水园,1825,,70,
龙岗区,坂田街道,佳兆业中央广场一期,1596,,61,
罗湖区,莲塘街道,乐华楼,716,59,,
宝安区,西乡街道,魅力时代花园（商品住房）,2903,,84,
罗湖区,东门街道,立新花园一期,1522,89,86,
龙岗区,宝龙街道,绿色满庭芳,712,,41,
罗湖区,笋岗街道,梨园路单身住宅楼,758,66,,
盐田区,海山街道,东埔海景花园二期,3753,,65,
龙岗区,龙城街道,欧意轩花园,713,35,32,
龙岗区,宝龙街道,卓弘高尔夫雅苑,711,,45,
南山区,南头街道,园丁楼,3188,87,,
南山区,招商街道,蛇口高山花园,3475,,113,
南山区,南头街道,马家龙住宅楼,580,77,,
宝安区,新安街道,豪城馨庭居,2116,,63,
龙华区,民治街道,苹果园,1824,,75,
宝安区,航城街道,金达花园,2117,57,49,
福田区,梅林街道,笔架山公馆,2028,,98,
南山区,蛇口街道,蓝漪花园,3782,,89,106
福田区,沙头街道,鸿景湾名苑,2904,,103,
罗湖区,东晓街道,英达花园,1638,63,62,
南山区,蛇口街道,蛇口翠苑小区,3868,78,,
龙岗区,龙城街道,天集雅苑,728,,35,
龙岗区,龙城街道,宏兴苑,729,32,34,
罗湖区,东门街道,轻工综合楼,1559,73,,
罗湖区,东晓街道,宝翠苑,1523,,86,
龙岗区,龙城街道,阳光广场,721,,38,
宝安区,新安街道,新安中学住宅楼,3619,54,,
罗湖区,黄贝街道,汽车培训中心住宅楼,4234,57,,
盐田区,盐田街道,和亨家家园,3578,,51,
福田区,华富街道,笔架山庄,4038,65,,
罗湖区,黄贝街道,庐峰翠苑,1836,,79,
大鹏新区,葵涌街道,麓湾居,2203,,,65
罗湖区,黄贝街道,中山花园,1910,,70,
福田区,香蜜湖街道,香蜜苑,3146,,146,
盐田区,盐田街道,蔚蓝假日雅苑,2218,,49,
坪山区,龙田街道,盈富家园,2140,,34,
南山区,南山街道,康乐大厦,3488,103,85,
罗湖区,桂园街道,幸福里雅居,1495,,158,
南山区,南山街道,康乐村,3577,79,,
福田区,香蜜湖街道,越众竹林花园,2628,81,,
龙岗区,龙岗街道,龙富花园(平南),1595,29,,
福田区,福田街道,福民大厦,2629,,79,
龙岗区,龙城街道,家和盛世花园一期,633,,47,
龙华区,龙华街道,花半里清湖花园,1822,,59,54
宝安区,西乡街道,海乐花园,3388,53,,
宝安区,西乡街道,豪业华庭,2104,71,60,
福田区,福田街道,港田华园,2105,,99,
南山区,粤海街道,科苑学里揽翠居,4165,,102,
宝安区,航城街道,兴达华府,2888,,77,
罗湖区,翠竹街道,翠都花园,1493,73,,
宝安区,沙井街道,万科翡逸郡园,2887,,52,
龙岗区,龙城街道,家和盛世花园二期,916,,54,
南山区,招商街道,蓬莱花园,3701,74,,
罗湖区,翠竹街道,翠苑住宅小区,4239,62,,
龙岗区,龙城街道,吉祥里豪庭,899,,52,
南山区,招商街道,振兴小区,3302,81,,
南山区,南山街道,汇宾广场一期,1993,,78,
罗湖区,黄贝街道,金城华庭,1376,,100,
龙岗区,龙城街道,欧景花园一期,710,,35,
福田区,香蜜湖街道,金众金竹花园,2118,76,,
南山区,蛇口街道,湾厦泰福苑,3890,,98,
南山区,桃源街道,湖彬苑,3780,,101,
宝安区,新安街道,宏发领域花园,2901,,106,
南山区,南头街道,南苑新村西区,4089,85,,
南山区,蛇口街道,南海玫瑰花园二期,3866,,126,145
罗湖区,黄贝街道,湖滨阁,1678,,74,
南山区,南头街道,华为住宅楼,3612,81,,
南山区,南头街道,工商楼,3022,67,,
