name,district,street,address,lng,lat,single_room,one_bed,two_bed,three_plus
五和社区光雅园九区十区,龙岗区,坂田街道,龙岗区坂田街道五和社区五和社区光雅园九区十区,114.06458,22.621969,962,1477,2279,2870
杨美社区长坑片区,龙岗区,坂田街道,龙岗区坂田街道杨美社区杨美社区长坑片区,114.058426,22.630879,899,1379,2128,2680
象角塘社区中浩片区,龙岗区,坂田街道,龙岗区坂田街道象角塘社区象角塘社区中浩片区,114.072715,22.657274,896,1376,2123,2673
新雪社区下雪村,龙岗区,坂田街道,龙岗区坂田街道新雪社区新雪社区下雪村,114.076776,22.653338,891,1369,2111,2659
新雪社区上雪村,龙岗区,坂田街道,龙岗区坂田街道新雪社区新雪社区上雪村,114.078455,22.648703,799,1226,1892,2382
岗头社区中心围村,龙岗区,坂田街道,龙岗区坂田街道岗头社区岗头社区中心围村,114.05849,22.661133,983,1509,2328,2931
岗头社区风门坳村,龙岗区,坂田街道,龙岗区坂田街道岗头社区岗头社区风门坳村,114.060012,22.664789,971,1491,2301,2897
岗头社区马蹄山村,龙岗区,坂田街道,龙岗区坂田街道岗头社区岗头社区马蹄山村,114.061503,22.65541,1004,1541,2377,2993
金沙花园,龙岗区,吉华街道,龙岗区吉华街道翠湖社区金沙花园,114.101853,22.609458,747,1146,1768,2226
荔园新村,龙岗区,坂田街道,龙岗区坂田街道坂田社区荔园新村,114.066282,22.639584,834,1280,1975,2487
水斗坑村,龙岗区,坂田街道,龙岗区坂田街道大发埔社区水斗坑村,114.052087,22.643496,831,1276,1969,2480
侨联东,龙岗区,坂田街道,龙岗区坂田街道马安堂社区侨联东,114.077089,22.628276,1035,1589,2452,3088
河背新村,龙岗区,坂田街道,龙岗区坂田街道马安堂社区河背新村,114.068039,22.628084,845,1298,2002,2521
福田新村,龙华区,观湖街道,龙华区观湖街道观城社区福田新村,114.054589,22.71286,469,720,1111,1400
新塘西,龙岗区,南湾街道,龙岗区南湾街道南新社区新塘西,114.147723,22.608842,861,1322,2040,2569
黄金坑小区,龙岗区,南湾街道,龙岗区南湾街道宝岭社区黄金坑小区,114.137505,22.61149,727,1115,1721,2167
樟树布新村,龙岗区,南湾街道,龙岗区南湾街道樟树布社区樟树布新村,114.149643,22.610377,749,1150,1774,2233
吉夏村,龙岗区,南湾街道,龙岗区南湾街道吉厦社区吉夏村,114.153911,22.619678,637,977,1508,1899
沙塘布新村,龙岗区,南湾街道,龙岗区南湾街道沙塘布社区沙塘布新村,114.150643,22.613243,644,989,1525,1921
山水苑,龙岗区,南湾街道,龙岗区南湾街道南新社区山水苑,114.145676,22.60637,653,1002,1546,1947
象角塘村,龙岗区,坂田街道,龙岗区坂田街道象角塘社区象角塘村,114.066475,22.655421,896,1376,2123,2673
禾坪岗村,龙岗区,坂田街道,龙岗区坂田街道岗头社区禾坪岗村,114.063541,22.659358,1024,1572,2426,3054
岗头新围仔,龙岗区,坂田街道,龙岗区坂田街道岗头社区岗头新围仔,114.054084,22.662609,934,1433,2211,2784
坂田社区坂田村(大同及老围片区),龙岗区,坂田街道,龙岗区坂田街道坂田社区坂田社区坂田村(大同及老围片区),114.061104,22.639911,840,1290,1990,2506
余屋老屋村,龙岗区,坪地街道,龙岗区坪地街道年丰社区余屋老屋村,114.337231,22.76405,341,524,809,1018
五和社区大光勘村,龙岗区,坂田街道,龙岗区坂田街道五和社区五和社区大光勘村,114.061137,22.6244,1033,1585,2446,3080
马安堂社区侨联西村,龙岗区,坂田街道,龙岗区坂田街道马安堂社区马安堂社区侨联西村,114.071319,22.627319,896,1375,2122,2672
马安堂社区禾塘光村,龙岗区,坂田街道,龙岗区坂田街道马安堂社区马安堂社区禾塘光村,114.070347,22.629409,848,1302,2009,2530
马安堂新围仔村,龙岗区,坂田街道,龙岗区坂田街道马安堂社区马安堂新围仔村,114.070511,22.624848,826,1268,1956,2463
大发埔社区里石排村,龙岗区,坂田街道,龙岗区坂田街道大发埔社区大发埔社区里石排村,114.054329,22.634183,817,1253,1934,2435
大发埔社区大发埔村,龙岗区,坂田街道,龙岗区坂田街道大发埔社区大发埔社区大发埔村,114.051994,22.632072,791,1215,1874,2360
积谷田村,龙岗区,宝龙街道,龙岗区宝龙街道南约社区积谷田村,114.267661,22.698453,503,772,1191,1500
爱联A区,龙岗区,龙城街道,龙岗区龙城街道爱联社区爱联A区,114.224709,22.698439,683,1049,1618,2038
坂田西村,龙岗区,坂田街道,龙岗区坂田街道坂田社区坂田西村,114.056032,22.638414,884,1357,2094,2637
坂田东村,龙岗区,坂田街道,龙岗区坂田街道坂田社区坂田东村,114.064453,22.638053,858,1317,2032,2558
吉祥花园,龙岗区,坂田街道,龙岗区坂田街道象角塘社区吉祥花园,114.065546,22.657474,924,1418,2187,2754
雪象花园新村,龙岗区,坂田街道,龙岗区坂田街道象角塘社区雪象花园新村,114.069699,22.652527,843,1295,1998,2516
松元头村,龙岗区,吉华街道,龙岗区吉华街道三联社区松元头村,114.114132,22.628513,599,920,1419,1787
塘径老村,龙岗区,吉华街道,龙岗区吉华街道三联社区塘径老村,114.112393,22.623272,624,957,1477,1860
松园新村上村,龙岗区,吉华街道,龙岗区吉华街道三联社区松园新村上村,114.116947,22.624991,670,1029,1588,1999
下水径村,龙岗区,吉华街道,龙岗区吉华街道水径社区下水径村,114.10522,22.617475,825,1267,1955,2462
上水径村,龙岗区,吉华街道,龙岗区吉华街道水径社区上水径村,114.101694,22.623142,786,1206,1861,2344
南晶小区,龙岗区,南湾街道,龙岗区南湾街道南岭村社区南晶小区,114.144579,22.606218,661,1015,1566,1972
南坑社区麒麟东,龙岗区,坂田街道,龙岗区坂田街道南坑社区南坑社区麒麟东,114.058735,22.612439,883,1355,2090,2632
五和社区和磡村,龙岗区,坂田街道,龙岗区坂田街道五和社区五和社区和磡村,114.057687,22.626324,956,1468,2265,2852
甘坑大围,龙岗区,吉华街道,龙岗区吉华街道甘坑社区甘坑大围,114.099806,22.658348,633,972,1500,1889
金排社区禾坑片区,龙岗区,布吉街道,龙岗区布吉街道金排社区金排社区禾坑片区,114.120106,22.591968,823,1263,1949,2454
金排社区凤尾坑,龙岗区,布吉街道,龙岗区布吉街道金排社区金排社区凤尾坑,114.11373,22.594138,743,1141,1761,2217
长龙社区欧密巷大排片区,龙岗区,布吉街道,龙岗区布吉街道长龙社区长龙社区欧密巷大排片区,114.107623,22.613336,853,1309,2020,2543
长龙社区长龙新村片区,龙岗区,布吉街道,龙岗区布吉街道长龙社区长龙社区长龙新村片区,114.109285,22.614235,842,1292,1994,2511
罗岗社区锦龙新村,龙岗区,布吉街道,龙岗区布吉街道罗岗社区罗岗社区锦龙新村,114.117646,22.602407,785,1205,1859,2341
秀丽山庄,龙岗区,吉华街道,龙岗区吉华街道翠湖社区秀丽山庄,114.102176,22.614478,774,1188,1833,2308
下水径新村,龙岗区,吉华街道,龙岗区吉华街道翠湖社区下水径新村,114.102655,22.615705,738,1134,1749,2202
龙翔花园,龙岗区,吉华街道,龙岗区吉华街道翠湖社区龙翔花园,114.105544,22.613683,869,1335,2059,2593
龙景三区,龙岗区,吉华街道,龙岗区吉华街道三联社区龙景三区,114.111542,22.630555,711,1091,1683,2119
龙景一二区,龙岗区,吉华街道,龙岗区吉华街道三联社区龙景一二区,114.110189,22.62883,719,1104,1703,2144
松园新村下村,龙岗区,吉华街道,龙岗区吉华街道三联社区松园新村下村,114.115055,22.624917,762,1170,1806,2274
上水花园,龙岗区,吉华街道,龙岗区吉华街道丽湖社区上水花园,114.103606,22.629903,792,1215,1875,2361
坂田社区黄金山村,龙岗区,坂田街道,龙岗区坂田街道坂田社区坂田社区黄金山村,114.056526,22.64133,949,1457,2248,2831
大靓花园,龙岗区,吉华街道,龙岗区吉华街道翠湖社区大靓花园,114.100645,22.614502,676,1037,1600,2015
细靓村,龙岗区,吉华街道,龙岗区吉华街道水径社区细靓村,114.094438,22.610677,692,1062,1638,2063
长发新村,龙岗区,坂田街道,龙岗区坂田街道坂田社区长发新村,114.057125,22.634062,881,1352,2086,2626
布吉社区老圩村,龙岗区,布吉街道,龙岗区布吉街道布吉社区布吉社区老圩村,114.109942,22.600411,792,1215,1875,2361
塘径新村,龙岗区,吉华街道,龙岗区吉华街道三联社区塘径新村,114.111068,22.620525,724,1111,1714,2159
布吉社区何屋村,龙岗区,布吉街道,龙岗区布吉街道布吉社区布吉社区何屋村,114.108057,22.602371,794,1219,1881,2369
布吉社区李屋村,龙岗区,布吉街道,龙岗区布吉街道布吉社区布吉社区李屋村,114.108629,22.603373,810,1243,1917,2415
新塘居民小组,坪山区,石井街道,坪山区石井街道金龟社区新塘居民小组,114.412802,22.665445,324,497,767,966
布吉社区格塘村,龙岗区,布吉街道,龙岗区布吉街道布吉社区布吉社区格塘村,114.105302,22.604692,735,1129,1742,2193
布吉社区一村及东心岭,龙岗区,布吉街道,龙岗区布吉街道布吉社区布吉社区一村及东心岭,114.103334,22.608148,788,1210,1867,2352
凤凰社区尖山排,龙岗区,布吉街道,龙岗区布吉街道凤凰社区凤凰社区尖山排,114.10237,22.60561,712,1093,1687,2124
凤凰社区学园村,龙岗区,布吉街道,龙岗区布吉街道凤凰社区凤凰社区学园村,114.101701,22.591555,715,1098,1694,2133
德兴社区粤宝新二村,龙岗区,布吉街道,龙岗区布吉街道德兴社区德兴社区粤宝新二村,114.105505,22.597049,659,1012,1561,1966
德兴社区粤宝新一村,龙岗区,布吉街道,龙岗区布吉街道德兴社区德兴社区粤宝新一村,114.107584,22.595975,685,1051,1622,2042
大坡头村,龙岗区,吉华街道,龙岗区吉华街道水径社区大坡头村,114.105694,22.612315,814,1250,1928,2428
石龙坑村(南北),龙岗区,吉华街道,龙岗区吉华街道水径社区石龙坑村(南北),114.097575,22.610346,753,1155,1783,2245
甘坑新村,龙岗区,吉华街道,龙岗区吉华街道甘坑社区甘坑新村,114.101741,22.659383,597,917,1415,1781
华龙新村,龙岗区,吉华街道,龙岗区吉华街道光华社区华龙新村,114.107938,22.620062,819,1257,1939,2442
布吉社区盘龙小区,龙岗区,布吉街道,龙岗区布吉街道布吉社区布吉社区盘龙小区,114.100811,22.607506,826,1269,1957,2465
东方半岛龙基新村片区,龙岗区,布吉街道,龙岗区布吉街道东方半岛社区东方半岛龙基新村片区,114.121867,22.623242,755,1159,1788,2252
薛屋居民小组,坪山区,坑梓街道,坪山区坑梓街道金沙社区薛屋居民小组,114.392807,22.754026,334,513,792,997
马安山小区,龙岗区,布吉街道,龙岗区布吉街道德兴社区马安山小区,114.107417,22.593449,776,1191,1837,2313
平湖长廊村,龙岗区,平湖街道,龙岗区平湖街道平湖社区平湖长廊村,114.134058,22.690706,467,716,1105,1392
翠隆花园,龙岗区,吉华街道,龙岗区吉华街道水径社区翠隆花园,114.104816,22.623383,802,1230,1898,2391
平湖竹高塘村,龙岗区,平湖街道,龙岗区平湖街道平湖社区平湖竹高塘村,114.142319,22.689763,553,849,1310,1649
力昌力元吓村,龙岗区,平湖街道,龙岗区平湖街道力昌社区力昌力元吓村,114.120574,22.70243,544,835,1289,1623
新木社区新围仔村,龙岗区,平湖街道,龙岗区平湖街道新木社区新木社区新围仔村,114.134529,22.665224,533,818,1261,1588
新木社区新村,龙岗区,平湖街道,龙岗区平湖街道新木社区新木社区新村,114.122763,22.666776,574,881,1359,1712
山厦社区大围村,龙岗区,平湖街道,龙岗区平湖街道山厦社区山厦社区大围村,114.110027,22.705,458,703,1084,1366
太元老屋村,龙岗区,坪地街道,龙岗区坪地街道六联社区太元老屋村,114.320848,22.78455,315,483,745,938
山厦社区楼下村,龙岗区,平湖街道,龙岗区平湖街道山厦社区山厦社区楼下村,114.111621,22.704454,460,706,1090,1372
矮岭村,坪山区,石井街道,坪山区石井街道田头社区矮岭村,114.394798,22.695823,329,506,780,983
平湖社区凤凰新村,龙岗区,平湖街道,龙岗区平湖街道平湖社区平湖社区凤凰新村,114.1384,22.700607,498,764,1179,1485
凤凰社区北门坳村,龙岗区,平湖街道,龙岗区平湖街道凤凰社区凤凰社区北门坳村,114.129319,22.698681,537,825,1273,1603
新木社区老村,龙岗区,平湖街道,龙岗区平湖街道新木社区新木社区老村,114.124886,22.671329,503,772,1192,1501
五和社区光雅园村,龙岗区,坂田街道,龙岗区坂田街道五和社区五和社区光雅园村,114.059113,22.621132,981,1506,2323,2926
山厦社区虎岭村,龙岗区,平湖街道,龙岗区平湖街道山厦社区山厦社区虎岭村,114.115616,22.706079,526,808,1247,1570
辅城坳社区岐岭新村,龙岗区,平湖街道,龙岗区平湖街道辅城坳社区辅城坳社区岐岭新村,114.108654,22.692399,515,791,1221,1537
园墩小区,龙岗区,南湾街道,龙岗区南湾街道丹竹头社区园墩小区,114.147101,22.62491,776,1191,1837,2314
罗岗社区老干新村,龙岗区,布吉街道,龙岗区布吉街道罗岗社区罗岗社区老干新村,114.118296,22.601152,765,1174,1812,2282
南三社区新三村,龙岗区,布吉街道,龙岗区布吉街道南三社区南三社区新三村,114.113099,22.613339,809,1242,1916,2413
南坑社区南坑村,龙岗区,坂田街道,龙岗区坂田街道南坑社区南坑社区南坑村,114.057348,22.615197,849,1303,2010,2531
南三社区布吉新村,龙岗区,布吉街道,龙岗区布吉街道南三社区南三社区布吉新村,114.120173,22.609607,772,1185,1828,2302
白坭坑社区白银村,龙岗区,平湖街道,龙岗区平湖街道白坭坑社区白坭坑社区白银村,114.14904,22.654087,632,970,1496,1884
利民新村居民小组,坪山区,坑梓街道,坪山区坑梓街道坑梓社区利民新村居民小组,114.366501,22.743833,386,593,915,1152
白坭坑社区莲塘村,龙岗区,平湖街道,龙岗区平湖街道白坭坑社区白坭坑社区莲塘村,114.152761,22.655395,638,979,1510,1902
鹅公岭社区松园村,龙岗区,平湖街道,龙岗区平湖街道鹅公岭社区鹅公岭社区松园村,114.153024,22.681814,533,818,1262,1589
鹅公岭社区坪龙村,龙岗区,平湖街道,龙岗区平湖街道鹅公岭社区鹅公岭社区坪龙村,114.149002,22.67833,494,759,1171,1475
鹅公岭社区鹅溪村,龙岗区,平湖街道,龙岗区平湖街道鹅公岭社区鹅公岭社区鹅溪村,114.146506,22.682343,516,792,1222,1539
良安田老村,龙岗区,平湖街道,龙岗区平湖街道良安田社区良安田老村,114.143834,22.668898,553,848,1309,1648
岭背坑村,龙岗区,龙岗街道,龙岗区龙岗街道五联社区岭背坑村,114.230643,22.750484,450,691,1067,1343
新南社区新园村,龙岗区,平湖街道,龙岗区平湖街道新南社区新南社区新园村,114.133559,22.688615,453,695,1072,1350
辅城坳社区新桥新村,龙岗区,平湖街道,龙岗区平湖街道辅城坳社区辅城坳社区新桥新村,114.09665,22.70421,468,719,1109,1396
松园村,龙岗区,平湖街道,龙岗区平湖街道山厦社区松园村,114.113029,22.707287,494,758,1169,1472
杨美社区金竹,龙岗区,坂田街道,龙岗区坂田街道杨美社区杨美社区金竹,114.073732,22.631725,701,1076,1660,2090
禾花社区任屋村,龙岗区,平湖街道,龙岗区平湖街道禾花社区禾花社区任屋村,114.11165,22.687965,573,880,1358,1710
良安田社区大松园村,龙岗区,平湖街道,龙岗区平湖街道良安田社区良安田社区大松园村,114.147203,22.665029,614,942,1453,1830
良安田社区横岭新村,龙岗区,平湖街道,龙岗区平湖街道良安田社区良安田社区横岭新村,114.145041,22.670333,518,795,1226,1544
白坭坑社区布新村,龙岗区,平湖街道,龙岗区平湖街道白坭坑社区白坭坑社区布新村,114.151764,22.65298,613,941,1451,1828
白坭坑社区红花园村,龙岗区,平湖街道,龙岗区平湖街道白坭坑社区白坭坑社区红花园村,114.15416,22.654477,622,954,1472,1854
应人石新围仔,宝安区,石岩街道,宝安区石岩街道应人石社区应人石新围仔,113.921819,22.657501,528,811,1252,1576
塘头围背小区,宝安区,石岩街道,宝安区石岩街道应人石社区塘头围背小区,113.916093,22.65245,536,823,1269,1598
三祝里村,宝安区,石岩街道,宝安区石岩街道水田社区三祝里村,113.950472,22.686409,515,791,1220,1536
园岭村,宝安区,石岩街道,宝安区石岩街道上屋社区园岭村,113.935911,22.697641,500,767,1184,1490
田心新村,宝安区,石岩街道,宝安区石岩街道上屋社区田心新村,113.933033,22.689371,526,808,1247,1570
元径村,宝安区,石岩街道,宝安区石岩街道上屋社区元径村,113.935592,22.689878,518,796,1228,1546
坑尾村,宝安区,石岩街道,宝安区石岩街道上屋社区坑尾村,113.933594,22.696155,524,804,1241,1563
凤凰社区钱排村,龙岗区,布吉街道,龙岗区布吉街道凤凰社区凤凰社区钱排村,114.102025,22.593315,639,981,1514,1907
塘园新村,龙岗区,吉华街道,龙岗区吉华街道三联社区塘园新村,114.114563,22.622723,691,1061,1638,2062
南三社区新围片区,龙岗区,布吉街道,龙岗区布吉街道南三社区南三社区新围片区,114.113783,22.610117,818,1256,1937,2440
上屋新村,宝安区,石岩街道,宝安区石岩街道上屋社区上屋新村,113.931418,22.682536,533,818,1262,1589
砖厂老村,宝安区,石岩街道,宝安区石岩街道浪心社区砖厂老村,113.929668,22.679988,524,805,1242,1564
浪心车头村,宝安区,石岩街道,宝安区石岩街道浪心社区浪心车头村,113.926152,22.681707,514,789,1217,1533
浪心新村,宝安区,石岩街道,宝安区石岩街道浪心社区浪心新村,113.925325,22.680788,531,815,1258,1584
黎光水厂北综合小区,宝安区,石岩街道,宝安区石岩街道官田社区黎光水厂北综合小区,113.94398,22.681816,534,819,1264,1591
黎光老村,宝安区,石岩街道,宝安区石岩街道官田社区黎光老村,113.942403,22.679538,550,844,1302,1640
下屋旧村,宝安区,石岩街道,宝安区石岩街道上屋社区下屋旧村,113.930428,22.684375,559,858,1323,1666
上屋旧村,宝安区,石岩街道,宝安区石岩街道龙腾社区上屋旧村,113.926497,22.684488,537,824,1272,1602
罗租上新村,宝安区,石岩街道,宝安区石岩街道罗租社区罗租上新村,113.933698,22.676309,552,848,1308,1647
凉帽新村,龙岗区,吉华街道,龙岗区吉华街道甘坑社区凉帽新村,114.10242,22.653457,615,944,1457,1834
罗租桥头岭新村,宝安区,石岩街道,宝安区石岩街道罗租社区罗租桥头岭新村,113.928469,22.67547,509,781,1205,1518
杨马新村,龙岗区,坂田街道,龙岗区坂田街道杨美社区杨马新村,114.068228,22.632252,755,1159,1789,2253
上木古新河住宅区,龙岗区,平湖街道,龙岗区平湖街道上木古社区上木古新河住宅区,114.114122,22.670376,438,673,1038,1307
上木古岭根吓住宅区,龙岗区,平湖街道,龙岗区平湖街道上木古社区上木古岭根吓住宅区,114.111078,22.670195,466,715,1104,1390
应人石新村,宝安区,石岩街道,宝安区石岩街道应人石社区应人石新村,113.925958,22.643384,562,863,1332,1677
应人石福景小区,宝安区,石岩街道,宝安区石岩街道应人石社区应人石福景小区,113.919148,22.647897,542,832,1284,1617
应人石石景小区,宝安区,石岩街道,宝安区石岩街道应人石社区应人石石景小区,113.92208,22.646692,531,815,1257,1583
塘头新二村,宝安区,石岩街道,宝安区石岩街道塘头社区塘头新二村,113.914869,22.662631,544,835,1289,1623
上排老村,宝安区,石岩街道,宝安区石岩街道龙腾社区上排老村,113.929131,22.688768,493,757,1168,1471
老街墟背,宝安区,石岩街道,宝安区石岩街道龙腾社区老街墟背,113.927154,22.682906,523,802,1238,1559
文景社区富丽新村,龙岗区,布吉街道,龙岗区布吉街道文景社区文景社区富丽新村,114.118183,22.611046,772,1185,1828,2302
径贝村,宝安区,石岩街道,宝安区石岩街道龙腾社区径贝村,113.914902,22.692584,581,893,1377,1734
下排老村,宝安区,石岩街道,宝安区石岩街道龙腾社区下排老村,113.929148,22.685269,555,852,1315,1656
下排新村,宝安区,石岩街道,宝安区石岩街道龙腾社区下排新村,113.928172,22.686281,541,831,1282,1614
信宜新村,宝安区,石岩街道,宝安区石岩街道浪心社区信宜新村,113.919553,22.674955,477,732,1129,1421
石岩新村,宝安区,石岩街道,宝安区石岩街道浪心社区石岩新村,113.91934,22.677846,531,816,1258,1585
砖厂新村,宝安区,石岩街道,宝安区石岩街道浪心社区砖厂新村,113.931376,22.680225,529,812,1253,1578
罗租老村东,宝安区,石岩街道,宝安区石岩街道罗租社区罗租老村东,113.931844,22.677444,541,831,1282,1615
罗租下新村,宝安区,石岩街道,宝安区石岩街道罗租社区罗租下新村,113.926661,22.676685,510,783,1208,1521
罗租中新村,宝安区,石岩街道,宝安区石岩街道罗租社区罗租中新村,113.930851,22.674215,524,804,1241,1562
上排新村,宝安区,石岩街道,宝安区石岩街道龙腾社区上排新村,113.930151,22.691488,487,747,1153,1451
洪桥头村,宝安区,燕罗街道,宝安区燕罗街道洪桥头社区洪桥头村,113.835941,22.785889,513,787,1214,1529
狮径二组地堂头,龙华区,福城街道,龙华区福城街道福民社区狮径二组地堂头,114.027382,22.713628,424,651,1004,1265
塘下涌三村,宝安区,燕罗街道,宝安区燕罗街道塘下涌社区塘下涌三村,113.836803,22.806676,479,736,1135,1429
塘下涌一村,宝安区,燕罗街道,宝安区燕罗街道塘下涌社区塘下涌一村,113.844523,22.802117,508,780,1203,1515
金排社区金坑山庄片区,龙岗区,布吉街道,龙岗区布吉街道金排社区金排社区金坑山庄片区,114.130113,22.592342,925,1419,2190,2758
浪心村西,宝安区,石岩街道,宝安区石岩街道浪心社区浪心村西,113.927313,22.67985,515,790,1219,1535
塘下涌二村,宝安区,燕罗街道,宝安区燕罗街道塘下涌社区塘下涌二村,113.83219,22.799185,472,725,1118,1408
荔湖新村,宝安区,石岩街道,宝安区石岩街道龙腾社区荔湖新村,113.920208,22.685575,629,966,1491,1877
东方二、三队,宝安区,松岗街道,宝安区松岗街道东方社区东方二、三队,113.838727,22.765762,463,711,1096,1380
上报美村,宝安区,松岗街道,宝安区松岗街道东方社区上报美村,113.843828,22.763229,534,820,1266,1594
南边头村,宝安区,松岗街道,宝安区松岗街道红星社区南边头村,113.839751,22.763084,493,757,1168,1470
沙二新村,宝安区,松岗街道,宝安区松岗街道沙浦社区沙二新村,113.825272,22.77885,451,692,1068,1345
沙二旧村,宝安区,松岗街道,宝安区松岗街道沙浦社区沙二旧村,113.823625,22.783617,465,713,1100,1386
沙一旧村,宝安区,松岗街道,宝安区松岗街道沙浦社区沙一旧村,113.827156,22.783916,453,696,1073,1351
潭头五村(商住区),宝安区,松岗街道,宝安区松岗街道潭头社区潭头五村(商住区),113.841307,22.749945,425,652,1006,1266
碧头旧村,宝安区,松岗街道,宝安区松岗街道碧头社区碧头旧村,113.80922,22.785009,456,700,1079,1359
碧头村,宝安区,松岗街道,宝安区松岗街道碧头社区碧头村,113.809377,22.784991,418,642,991,1247
东风村,宝安区,松岗街道,宝安区松岗街道松岗社区东风村,113.840413,22.777261,488,749,1155,1455
山美村,宝安区,松岗街道,宝安区松岗街道松岗社区山美村,113.839495,22.773149,487,748,1154,1453
朗下新村,宝安区,松岗街道,宝安区松岗街道朗下社区朗下新村,113.815876,22.777367,414,636,981,1235
蚌岗村,宝安区,松岗街道,宝安区松岗街道东方社区蚌岗村,113.846897,22.755777,505,775,1196,1506
上头田与西山村,宝安区,松岗街道,宝安区松岗街道东方社区上头田与西山村,113.843115,22.761464,476,731,1128,1420
东方八队,宝安区,松岗街道,宝安区松岗街道东方社区东方八队,113.841109,22.76558,483,742,1145,1441
碧波花园,龙华区,龙华街道,龙华区龙华街道景龙社区碧波花园,114.018999,22.651638,833,1279,1973,2484
黎光村北区,宝安区,石岩街道,宝安区石岩街道官田社区黎光村北区,113.939592,22.680232,543,833,1286,1619
洪桥头旧村,宝安区,燕罗街道,宝安区燕罗街道洪桥头社区洪桥头旧村,113.836432,22.788249,540,830,1280,1612
东方六队,宝安区,松岗街道,宝安区松岗街道东方社区东方六队,113.841749,22.764934,486,747,1152,1451
东方四队,宝安区,松岗街道,宝安区松岗街道东方社区东方四队,113.838897,22.766601,481,739,1140,1436
松涛社区阳光街,宝安区,松岗街道,宝安区松岗街道松涛社区松涛社区阳光街,113.840612,22.771896,510,783,1208,1521
河滨花园,宝安区,石岩街道,宝安区石岩街道浪心社区河滨花园,113.929972,22.681628,634,973,1501,1891
龙马小区,宝安区,石岩街道,宝安区石岩街道浪心社区龙马小区,113.913501,22.666877,520,799,1233,1552
楼岗旧村,宝安区,松岗街道,宝安区松岗街道楼岗社区楼岗旧村,113.849543,22.76996,504,773,1193,1502
楼岗村,宝安区,松岗街道,宝安区松岗街道楼岗社区楼岗村,113.851864,22.767504,517,794,1225,1542
朗下旧村,宝安区,松岗街道,宝安区松岗街道朗下社区朗下旧村,113.817881,22.777584,412,633,977,1230
金三角小区,宝安区,石岩街道,宝安区石岩街道浪心社区金三角小区,113.913397,22.668702,503,772,1191,1499
洪田村,宝安区,新桥街道,宝安区新桥街道黄埔社区洪田村,113.849404,22.713294,541,830,1280,1612
深巷小区,宝安区,新桥街道,宝安区新桥街道新桥社区深巷小区,113.830701,22.737484,500,767,1184,1491
地塘头小区,宝安区,新桥街道,宝安区新桥街道新桥社区地塘头小区,113.829487,22.739242,466,716,1105,1391
大庙新村,宝安区,新桥街道,宝安区新桥街道新桥社区大庙新村,113.826665,22.7413,506,777,1199,1509
洋仔小区,宝安区,新桥街道,宝安区新桥街道新桥社区洋仔小区,113.836857,22.735701,539,827,1276,1607
洋下五区,宝安区,新桥街道,宝安区新桥街道新桥社区洋下五区,113.835185,22.741931,520,798,1232,1551
上星龙头村,宝安区,新桥街道,宝安区新桥街道上星社区上星龙头村,113.830402,22.731264,518,796,1227,1546
莲塘东区,宝安区,新桥街道,宝安区新桥街道上星社区莲塘东区,113.831316,22.733142,537,825,1273,1602
居民小区,宝安区,新桥街道,宝安区新桥街道上星社区居民小区,113.832216,22.730377,529,812,1253,1577
稔田旧区,宝安区,福海街道,宝安区福海街道稔田社区稔田旧区,113.827321,22.704423,701,1077,1661,2092
稔田新区,宝安区,福海街道,宝安区福海街道稔田社区稔田新区,113.824564,22.70213,684,1050,1621,2041
美盛新村,宝安区,福海街道,宝安区福海街道稔田社区美盛新村,113.818821,22.697142,690,1059,1633,2057
新和东西区,宝安区,福海街道,宝安区福海街道新和社区新和东西区,113.805212,22.66883,640,982,1515,1907
新和五区,宝安区,福海街道,宝安区福海街道新和社区新和五区,113.798723,22.66802,644,988,1524,1919
新和三区,宝安区,福海街道,宝安区福海街道新和社区新和三区,113.801263,22.665917,645,990,1528,1924
共和社区D区,宝安区,沙井街道,宝安区沙井街道共和社区共和社区D区,113.794173,22.756411,523,804,1240,1561
共和社区C区,宝安区,沙井街道,宝安区沙井街道共和社区共和社区C区,113.794898,22.758173,524,804,1241,1562
共和社区B区,宝安区,沙井街道,宝安区沙井街道共和社区共和社区B区,113.794627,22.759233,513,788,1215,1530
共和社区A区,宝安区,沙井街道,宝安区沙井街道共和社区共和社区A区,113.794706,22.760477,536,822,1269,1597
沙一西一区,宝安区,沙井街道,宝安区沙井街道沙一社区沙一西一区,113.800162,22.738338,583,895,1381,1739
围仔新村,宝安区,沙井街道,宝安区沙井街道沙一社区围仔新村,113.798078,22.741869,538,825,1273,1603
水围村,宝安区,松岗街道,宝安区松岗街道东方社区水围村,113.837885,22.76893,520,799,1232,1552
上寮林坡小区,宝安区,新桥街道,宝安区新桥街道上寮社区上寮林坡小区,113.840623,22.705661,553,848,1309,1648
上寮雅居,宝安区,新桥街道,宝安区新桥街道上寮社区上寮雅居,113.833935,22.729318,554,851,1313,1654
上寮雅苑,宝安区,新桥街道,宝安区新桥街道上寮社区上寮雅苑,113.833122,22.724311,571,876,1352,1702
上寮旧村,宝安区,新桥街道,宝安区新桥街道上寮社区上寮旧村,113.833387,22.727008,551,845,1304,1642
万丰旧村,宝安区,新桥街道,宝安区新桥街道万丰社区万丰旧村,113.819359,22.724382,530,813,1254,1580
南洞村,宝安区,新桥街道,宝安区新桥街道黄埔社区南洞村,113.839572,22.715666,453,696,1073,1352
